abnormality|body|height	HP:0000002
recurrent|infection|gastrointestinal|tract	HP:0004798
jejunoileal|diverticula	HP:0004799
duodenal|diverticula	HP:0004800
episodic|hemolytic|anemia	HP:0004802
congenital|hemolytic|anemia	HP:0004804
acute|myeloid|leukemia	HP:0004808
neonatal|alloimmune|thrombocytopenia	HP:0004809
congenital|hypoplastic|anemia	HP:0004810
pre-b-cell|acute|lymphoblastic|leukemia	HP:0004812
post-transfusion|thrombocytopenia	HP:0004813
fava|bean-induced|hemolytic|anemia	HP:0004814
drug-sensitive|hemolytic|anemia	HP:0004817
paroxysmal|nocturnal|hemoglobinuria	HP:0004818
normocytic|hypoplastic|anemia	HP:0004819
acute|myelomonocytic|leukemia	HP:0004820
hypersegmentation|neutrophil|nuclei	HP:0004821
atypical|elliptocytosis	HP:0004822
anisopoikilocytosis	HP:0004823
increased|hemoglobin|oxygen|affinity	HP:0004825
folate-unresponsive|megaloblastic|anemia	HP:0004826
refractory|anemia|ringed|sideroblasts	HP:0004828
recurrent|thromboembolism	HP:0004831
microspherocytosis	HP:0004835
acute|promyelocytic|leukemia	HP:0004836
pyropoikilocytosis	HP:0004839
hypochromic|microcytic|anemia	HP:0004840
reduced|factor|xii|activity	HP:0004841
coombs-positive|hemolytic|anemia	HP:0004844
acute|monocytic|leukemia	HP:0004845
prolonged|bleeding|surgery	HP:0004846
ph-positive|acute|lymphoblastic|leukemia	HP:0004848
recurrent|deep|vein|thrombosis	HP:0004850
folate-responsive|megaloblastic|anemia	HP:0004851
reduced|leukocyte|alkaline|phosphatase	HP:0004852
intermittent|thrombocytopenia	HP:0004854
reduced|protein|activity	HP:0004855
normochromic|microcytic|anemia	HP:0004856
hyperchromic|macrocytic|anemia	HP:0004857
amegakaryocytic|thrombocytopenia	HP:0004859
thiamine-responsive|megaloblastic|anemia	HP:0004860
refractory|macrocytic|anemia	HP:0004861
compensated|hemolytic|anemia	HP:0004863
refractory|sideroblastic|anemia	HP:0004864
impaired|adp-induced|platelet|aggregation	HP:0004866
chronic|hemolytic|anemia	HP:0004870
perineal|fistula	HP:0004871
incisional|hernia	HP:0004872
neonatal|inspiratory|stridor	HP:0004875
spontaneous|neonatal|pneumothorax	HP:0004876
intercostal|muscle|weakness	HP:0004878
intermittent|hyperventilation	HP:0004879
respiratory|infections|early|life	HP:0004880
episodic|hypoventilation	HP:0004881
episodic|respiratory|distress	HP:0004885
congenital|laryngeal|stridor	HP:0004886
respiratory|failure|requiring|assisted|ventilation	HP:0004887
intermittent|episodes|respiratory|insufficiency|muscle|weakness	HP:0004889
elevated|pulmonary|artery|pressure	HP:0004890
recurrent|infections|aspiration	HP:0004891
laryngotracheal|stenosis	HP:0004894
stress/infection-induced|lactic|acidosis	HP:0004897
persistent|lactic|acidosis	HP:0004898
severe|lactic|acidosis	HP:0004900
exercise-induced|lactic|acidemia	HP:0004901
congenital|lactic|acidosis	HP:0004902
maturity-onset|diabetes|young	HP:0004904
vitamin|deficiency	HP:0004905
hypernatremic|dehydration	HP:0004906
hypokalemic|hypochloremic|metabolic|alkalosis	HP:0004909
bicarbonate-wasting|renal|tubular|acidosis	HP:0004910
episodic|metabolic|acidosis	HP:0004911
hypophosphatemic|rickets	HP:0004912
intermittent|lactic|acidemia	HP:0004913
recurrent|infantile|hypoglycemia	HP:0004914
impairment|galactose|metabolism	HP:0004915
generalized|distal|tubular|acidosis	HP:0004916
hyperchloremic|metabolic|acidosis	HP:0004918
galactose|intolerance	HP:0004919
phenylpyruvic|acidemia	HP:0004920
abnormality|magnesium|homeostasis	HP:0004921
atypical|hyperphenylalaninemia	HP:0004922
hyperphenylalaninemia	HP:0004923
abnormal|oral|glucose|tolerance	HP:0004924
chronic|lactic|acidosis	HP:0004925
orthostatic|hypotension|autonomic|dysfunction	HP:0004926
pulmonary|artery|dilatation	HP:0004927
peripheral|arterial|stenosis	HP:0004928
coronary|atherosclerosis	HP:0004929
abnormality|pulmonary|vasculature	HP:0004930
arteriosclerosis|small|cerebral|arteries	HP:0004931
ascending|aortic|dissection	HP:0004933
vascular|calcification	HP:0004934
pulmonary|artery|atresia	HP:0004935
venous|thrombosis	HP:0004936
pulmonary|artery|aneurysm	HP:0004937
tortuous|cerebral|arteries	HP:0004938
generalized|arterial|calcification	HP:0004940
extrahepatic|portal|hypertension	HP:0004941
aortic|aneurysm	HP:0004942
accelerated|atherosclerosis	HP:0004943
cerebral|aneurysm	HP:0004944
extracranial|internal|carotid|artery|dissection	HP:0004945
arteriovenous|fistula	HP:0004947
vascular|tortuosity	HP:0004948
peripheral|arterial|disease	HP:0004950
pulmonary|arteriovenous|fistulas	HP:0004952
abdominal|aortic|aneurysm	HP:0004953
descending|aortic|aneurysm	HP:0004954
generalized|arterial|tortuosity	HP:0004955
dilatation|descending|thoracic|aorta	HP:0004959
absent|pulmonary|artery	HP:0004960
pulmonary|artery|sling	HP:0004961
thoracic|aorta|calcification	HP:0004962
calcification|aorta	HP:0004963
pulmonary|arterial|medial|hypertrophy	HP:0004964
medial|calcification|large|arteries	HP:0004966
recurrent|cerebral|hemorrhage	HP:0004968
peripheral|pulmonary|artery|stenosis	HP:0004969
ascending|aortic|dilation	HP:0004970
pulmonary|artery|hypoplasia	HP:0004971
elevated|arterial|pressure	HP:0004972
coarctation|abdominal|aorta	HP:0004974
erlenmeyer|flask|deformity|femurs	HP:0004975
knee|dislocation	HP:0004976
bilateral|radial|aplasia	HP:0004977
metaphyseal|sclerosis	HP:0004979
metaphyseal|rarefaction	HP:0004980
prominent|ulnar|styloid|process	HP:0004981
obsolete|rudimentary|absent|fibulae	HP:0004986
mesomelic|leg|shortening	HP:0004987
epiphyseal|streaking	HP:0004990
rhizomelic|arm|shortening	HP:0004991
slender|long|bones|narrow|diaphyses	HP:0004993
multicentric|ossification|proximal|humeral|epiphyses	HP:0004997
recurrent|patellar|dislocation	HP:0005001
aplasia/hypoplasia|capital|femoral|epiphysis	HP:0005003
flattened|proximal|radial|epiphyses	HP:0005004
femoral|bowing|present|birth|straightening|time	HP:0005005
large|joint|dislocations	HP:0005008
dumbbell-shaped|humerus	HP:0005009
osteomyelitis|leading|amputation|slow|healing|fractures	HP:0005010
mesomelic|arm|shortening	HP:0005011
dysplastic|distal|radial|epiphyses	HP:0005013
polyarticular|chondrocalcinosis	HP:0005017
diaphyseal|thickening	HP:0005019
bilateral|elbow|dislocations	HP:0005021
hypoplastic|distal|humeri	HP:0005025
mesomelic/rhizomelic|limb|shortening	HP:0005026
widened|proximal|tibial|metaphyses	HP:0005028
distal|ulnar|hypoplasia	HP:0005033
shortening|phalanges|toes	HP:0005035
unilateral|ulnar|hypoplasia	HP:0005036
proximal|radio-ulnar|synostosis	HP:0005037
multiple|long-bone|exostoses	HP:0005039
irregular|capital|femoral|epiphysis	HP:0005041
irregular|rachitic-like|metaphyses	HP:0005042
irregular|proximal|humeral|metaphyses	HP:0005043
diaphyseal|cortical|sclerosis	HP:0005045
synostosis|carpal|bones	HP:0005048
anterolateral|radial|head|dislocation	HP:0005050
metaphyseal|spurs	HP:0005054
arthralgia/arthritis	HP:0005059
limited|elbow|flexion/extension	HP:0005060
fragmented|irregular|epiphyses	HP:0005063
cone-shaped|epiphyses|fused|metaphyses	HP:0005066
proximal|fibular|overgrowth	HP:0005067
absent|styloid|processes	HP:0005068
rhizo-meso-acromelic|limb|shortening	HP:0005069
proximal|radial|head|dislocation	HP:0005070
hyperextensibility|wrists	HP:0005072
anterior|radial|head|dislocation	HP:0005084
limited|knee|flexion/extension	HP:0005085
knee|osteoarthritis	HP:0005086
abnormal|metaphyseal|trabeculation	HP:0005089
lateral|femoral|bowing	HP:0005090
streaky|metaphyseal|sclerosis	HP:0005092
absent|proximal|radial|epiphyses	HP:0005093
distal|femoral|bowing	HP:0005096
severe|hydrops|fetalis	HP:0005099
premature|birth|premature|rupture|fetal|membranes	HP:0005100
high-frequency|hearing|impairment	HP:0005101
cochlear|degeneration	HP:0005102
calcification|auricular|cartilage	HP:0005103
hypoplastic|nasal|septum	HP:0005104
abnormal|nasal|morphology	HP:0005105
abnormality|vertebral|endplates	HP:0005106
abnormality|sacrum	HP:0005107
abnormality|intervertebral|disk	HP:0005108
abnormality|achilles|tendon	HP:0005109
atrial|fibrillation	HP:0005110
dilatation|ascending|aorta	HP:0005111
dilatation|abdominal|aorta	HP:0005112
dilatation|aortic|arch	HP:0005113
abnormalities|peripheral|arteries	HP:0005114
supraventricular|arrhythmia	HP:0005115
arterial|tortuosity	HP:0005116
elevated|diastolic|blood|pressure	HP:0005117
abnormality|cardiac|atrium	HP:0005120
posterior|scalloping|vertebral|bodies	HP:0005121
congenital|hypertrophy|left|ventricle	HP:0005129
restrictive|heart|failure	HP:0005130
pericardial|constriction	HP:0005132
right|ventricular|dilatation	HP:0005133
absence|pulmonary|valve	HP:0005134
ekg:|t-wave|abnormalities	HP:0005135
premature|calcification|mitral|annulus	HP:0005136
episodes|ventricular|tachycardia	HP:0005141
anomalous|origin|right|pulmonary|artery|ascending|aorta	HP:0005143
left|ventricular|septal|hypertrophy	HP:0005144
coronary|artery|stenosis	HP:0005145
cardiac|valve|calcification	HP:0005146
bidirectional|ventricular|ectopy	HP:0005147
pulmonary|valve|defects	HP:0005148
abnormal|atrioventricular|conduction	HP:0005150
preductal|coarctation|aorta	HP:0005151
oncocytic|cardiomyopathy	HP:0005152
ventricular|escape|rhythms	HP:0005155
hypoplastic|left|atrium	HP:0005156
concentric|hypertrophic|cardiomyopathy	HP:0005157
total|anomalous|pulmonary|venous|return	HP:0005160
impaired|left|ventricular|function	HP:0005162
dysplastic|pulmonary|valve	HP:0005164
shortened|pr|interval	HP:0005165
elevated|right|atrial|pressure	HP:0005168
complete|heart|block|broad|rs|complexes	HP:0005170
left|postterior|fascicular|block	HP:0005172
calcific|aortic|valve|stenosis	HP:0005173
membranous|subvalvular|aortic|stenosis	HP:0005174
dysplastic|aortic|valve	HP:0005176
premature|arteriosclerosis	HP:0005177
complete|heart|block|narrow|qrs|complexes	HP:0005178
tricuspid|regurgitation	HP:0005180
premature|coronary|artery|disease	HP:0005181
bicuspid|pulmonary|valve	HP:0005182
pericardial|lymphangiectasia	HP:0005183
prolonged|qtc|interval	HP:0005184
global|systolic|dysfunction	HP:0005185
synovial|hypertrophy	HP:0005186
progressive|joint|destruction	HP:0005187
proximal|finger|joint|hyperextensibility	HP:0005190
congenital|knee|dislocation	HP:0005191
restricted|large|joint|movement	HP:0005193
flattened|metatarsal|heads	HP:0005194
polyarticular|arthropathy	HP:0005195
generalized|morning|stiffness	HP:0005197
stiff|interphalangeal|joints	HP:0005198
aplasia|abdominal|wall|musculature	HP:0005199
retroperitoneal|fibrosis	HP:0005200
anomalous|splenoportal|venous|system	HP:0005201
helicobacter|pylori|infection	HP:0005202
spontaneous|esophageal|perforation	HP:0005203
pancreatic|pseudocyst	HP:0005206
gastric|hypertrophy	HP:0005207
secretory|diarrhea	HP:0005208
intrahepatic|bile|duct|cysts	HP:0005209
hypoplastic|colon	HP:0005210
midgut|malrotation	HP:0005211
anal|mucosal|leukoplakia	HP:0005212
pancreatic|calcification	HP:0005213
intestinal|obstruction	HP:0005214
frequent|giardia|lamblia|infestation	HP:0005215
chewing|difficulties	HP:0005216
duplication|internal|organs	HP:0005217
anoperineal|fistula	HP:0005218
absence|intrinsic|factor	HP:0005219
multiple|intestinal|neurofibromatosis	HP:0005220
bowel|diverticulosis	HP:0005222
duplicated|colon	HP:0005223
rectal|abscess	HP:0005224
intestinal|edema	HP:0005225
adenomatous|colonic|polyposis	HP:0005227
jejunoileal|ulceration	HP:0005229
biliary|tract|obstruction	HP:0005230
chronic|gastritis	HP:0005231
pancreatic|dysplasia	HP:0005232
hypoplasia|gallbladder	HP:0005233
neonatal|intestinal|obstruction	HP:0005234
jejunal|atresia	HP:0005235
chronic|calcifying|pancreatitis	HP:0005236
degenerative|liver|disease	HP:0005237
discrete|intestinal|polyps	HP:0005238
esophageal|obstruction	HP:0005240
total|intestinal|aganglionosis	HP:0005241
extrahepatic|biliary|duct|atresia	HP:0005242
partial|abdominal|muscle|agenesis	HP:0005243
gastrointestinal|infarctions	HP:0005244
intestinal|hypoplasia	HP:0005245
giant|hypertrophic|gastritis	HP:0005246
hypoplasia|abdominal|wall|musculature	HP:0005247
intrahepatic|biliary|atresia	HP:0005248
functional|intestinal|obstruction	HP:0005249
high|intestinal|obstruction	HP:0005250
increased|anterioposterior|diameter|thorax	HP:0005253
unilateral|chest|hypoplasia	HP:0005254
absence|pectoralis|minor|muscle	HP:0005255
unilateral|absence|pectoralis|major|muscle	HP:0005256
thoracic|hypoplasia	HP:0005257
pectoral|muscle|hypoplasia/aplasia	HP:0005258
abnormal|facility|opposing|shoulders	HP:0005259
joint|hemorrhage	HP:0005261
abnormality|synovia	HP:0005262
gastritis	HP:0005263
abnormality|gallbladder	HP:0005264
abnormality|jejunum	HP:0005265
intestinal|polyp	HP:0005266
premature|delivery|cervical|insufficiency|membrane|fragility	HP:0005267
spontaneous|abortion	HP:0005268
prominent|nasolabial|fold	HP:0005272
absent|nasal|septal|cartilage	HP:0005273
prominent|nasal|tip	HP:0005274
cartilaginous|ossification|nose	HP:0005275
hypoplastic|nasal|tip	HP:0005278
depressed|nasal|bridge	HP:0005280
hypoplastic|nasal|bridge	HP:0005281
absent|nasal|bridge	HP:0005285
abnormality|nares	HP:0005288
abnormality|nasolabial|region	HP:0005289
internal|carotid|artery|hypoplasia	HP:0005290
inflammatory|arteriopathy	HP:0005291
intimal|thickening|coronary|arteries	HP:0005292
venous|insufficiency	HP:0005293
arterial|dissection	HP:0005294
pseudocoarctation|aorta	HP:0005295
occlusive|vascular|disease	HP:0005296
premature|occlusive|vascular|disease	HP:0005297
atrioventricular|canal|defect|right|ventricle|aorta|pulmonary|atresia	HP:0005298
premature|peripheral|vascular|disease	HP:0005299
nodular|inflammatory|vasculitis	HP:0005300
persistent|left|superior|vena|cava	HP:0005301
carotid|artery|tortuosity	HP:0005302
aortic|arch|calcification	HP:0005303
hypoplastic|pulmonary|veins	HP:0005304
cerebral|venous|thrombosis	HP:0005305
capillary|hemangiomas	HP:0005306
postural|hypotension|compensatory|tachycardia	HP:0005307
pulmonary|artery|vasoconstriction	HP:0005308
peripheral|vascular|insufficiency	HP:0005309
large|vessel|vasculitis	HP:0005310
agenesis|pulmonary|vessels	HP:0005311
pulmonary|aterial|intimal|fibrosis	HP:0005312
arterial|fibromuscular|dysplasia	HP:0005313
anomalous|branches|internal|carotid|artery	HP:0005314
occlusive|arterial|disease	HP:0005315
peripheral|pulmonary|vessel|aplasia	HP:0005316
increased|pulmonary|vascular|resistance	HP:0005317
cerebral|vasculitis	HP:0005318
lack|facial|subcutaneous|fat	HP:0005320
mandibulofacial|dysostosis	HP:0005321
prominent|nasal|septum	HP:0005322
hemifacial|hypertrophy	HP:0005323
disturbance|facial|expression	HP:0005324
extension|hair|growth|temples|lateral|eyebrow	HP:0005325
hypoplastic|philtrum	HP:0005326
loss|facial|expression	HP:0005327
progeroid|facial|appearance	HP:0005328
fixed|facial|expression	HP:0005329
recurrent|mandibular|subluxations	HP:0005332
sleepy|facial|expression	HP:0005335
forehead|hyperpigmentation	HP:0005336
sparse|lateral|eyebrow	HP:0005338
abnormality|complement|system	HP:0005339
spastic/hyperactive|bladder	HP:0005340
autonomic|bladder|dysfunction	HP:0005341
hypoplasia|bladder	HP:0005343
abnormality|carotid|arteries	HP:0005344
abnormality|vena|cava	HP:0005345
abnormal|facial|expression	HP:0005346
cartilaginous|trachea	HP:0005347
inspiratory|stridor	HP:0005348
hypoplasia|epiglottis	HP:0005349
severe|t-cell|immunodeficiency	HP:0005352
susceptibility|herpesvirus	HP:0005353
absent|cellular|immunity	HP:0005354
decreased|serum|complement|factor	HP:0005356
defective|cell|differentiation	HP:0005357
aplasia|thymus	HP:0005359
susceptibility|chickenpox	HP:0005360
partial|humoral|immunodeficiency	HP:0005363
severe|viral|infections	HP:0005364
severe|lymphocytopenia	HP:0005365
recurrent|streptococcus|pneumoniae|infections	HP:0005366
abnormality|humoral|immunity	HP:0005368
decreased|serum|complement|factor	HP:0005369
abnormality|cell|physiology	HP:0005372
cellular|immunodeficiency	HP:0005374
partial|cellular|immunodeficiency	HP:0005375
recurrent|haemophilus|influenzae|infections	HP:0005376
severe|lymphocytopenia	HP:0005379
recurrent|meningococcal|disease	HP:0005381
defective|cell|activation	HP:0005384
recurrent|protozoan|infections	HP:0005386
combined|immunodeficiency	HP:0005387
depletion|components|alternative|complement|pathway	HP:0005389
recurrent|opportunistic|infections	HP:0005390
susceptibility|coronavirus|229e	HP:0005396
exaggerated|cellular|immune|processes	HP:0005397
reduction|neutrophil|motility	HP:0005400
recurrent|candida|infections	HP:0005401
primary|t-lymphocyte|immune|abnormalities	HP:0005402
lymphocytopenia	HP:0005403
increase|cell|number	HP:0005404
recurrent|bacterial|skin|infections	HP:0005406
decreased|number|cd4+|cells	HP:0005407
markedly|reduced|cell|function	HP:0005409
chronic|intestinal|candidiasis	HP:0005411
increased|alpha-globulin	HP:0005413
decreased|number|cd8+|cells	HP:0005415
decreased|serum|complement|factor	HP:0005416
decreased|cell|activation	HP:0005419
recurrent|gram-negative|bacterial|infections	HP:0005420
decreased|serum|complement|c3	HP:0005421
absence|cd8+|cells	HP:0005422
dysfunctional|alternative|complement|pathway	HP:0005423
absent|specific|antibody|response	HP:0005424
recurrent|sinopulmonary|infections	HP:0005425
severe|recurrent|varicella	HP:0005428
recurrent|systemic|pyogenic|infections	HP:0005429
recurrent|neisserial|infections	HP:0005430
transient|hypogammaglobulinemia|infancy	HP:0005432
impaired|cell|function	HP:0005435
recurrent|infections|infancy|early|childhood	HP:0005437
maxillozygomatic|hypoplasia	HP:0005439
sclerotic|cranial|sutures	HP:0005441
widely|patent|coronal|suture	HP:0005442
widened|posterior|fossa	HP:0005445
obtuse|angle|mandible	HP:0005446
bridged|sella|turcica	HP:0005449
calvarial|osteosclerosis	HP:0005450
decreased|cranial|base|ossification	HP:0005451
obliteration|frontal|sinuses	HP:0005452
absent/hypoplastic|paranasal|sinuses	HP:0005453
absent|ethmoidal|sinuses	HP:0005456
premature|closure|fontanelles	HP:0005458
craniofacial|disproportion	HP:0005461
calcification|falx|cerebri	HP:0005462
elongated|sella|turcica	HP:0005463
craniofacial|osteosclerosis	HP:0005464
facial|hyperostosis	HP:0005465
frontal|bone|hypoplasia	HP:0005466
flat|occiput	HP:0005469
orbital|craniosynostosis	HP:0005472
fusion|middle|ear|ossicles	HP:0005473
decreased|calvarial|ossification	HP:0005474
widely|patent|sagittal|suture	HP:0005476
progressive|sclerosis|skull|base	HP:0005477
prominent|frontal|sinuses	HP:0005478
ige|deficiency	HP:0005479
abnormality|alternate|complement|pathway	HP:0005482
abnormality|epiglottis	HP:0005483
postnatal|microcephaly	HP:0005484
small|fontanelle	HP:0005486
prominent|metopic|ridge	HP:0005487
postnatal|macrocephaly	HP:0005490
premature|posterior|fontanelle|closure	HP:0005494
metopic|suture|patent|nasal|root	HP:0005495
midline|skin|dimples|anterior/posterior|fontanelles	HP:0005498
increased|red|cell|osmotic|fragility	HP:0005502
refractory|anemia	HP:0005505
chronic|myelogenous|leukemia	HP:0005506
hemoglobin|barts	HP:0005507
waldenstrom|macroglobulinemia	HP:0005508
transient|erythroblastopenia	HP:0005510
heinz|body|anemia	HP:0005511
impaired|neutrophil|killing|staphylococci	HP:0005512
increased|megakaryocyte|count	HP:0005513
t-cell|lymphoma/leukemia	HP:0005517
erythrocyte|macrocytosis	HP:0005518
