relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0044882.pdf_348_348_18_18_14_15	Bcl-2/HP:0012191|B-cell lymphoma	{18}	{14,15}	{BH3,interacting,domain,death,agonist,(,BID,),is,a,pro-apoptotic,member,of,the,B-cell,lymphoma,2,(,Bcl-2,),family,or,apoptotic,regulator,proteins,and,interacts,with,Bcl-2,associated,X,protein,(,BAX,),",",another,Bcl-2,family,member,.}	{"RhoA also plays a role in cell adhesion .","[ 12,13 , l6 ] Most of the other proteins in this cluster have established roles in either the intrinsic or extrinsic apoptotic pathways ."}	{"[ 61,62 ] The Bid-Bax interaction facilitates the insertion of Bax into the outer mitochondrial membrane and ultimately the release of cytochrome c. [ 63,64 ] Mitogen-activated protein kinase 8 ( MAPK8 ) is also believed to be related to the cytochrome c mediated death pathway .","[ 65 ] MAPK8 is required for Tumor necrosis factor ( TNF ) alpha induced apoptosis and is activated in response to environmental stress such as UV radiation ."}	0.856
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0028578.pdf_460_460_14_14_23_23_UNSUP	PH/HP:0100324|Scleroderma	{14}	{23}	{In,addition,",",elevated,serum,IL6,concentrations,have,been,reported,in,patients,with,idiopathic,PH,or,PH,associated,with,inﬂammatory,diseases,such,as,scleroderma,and,lupus,[,3l,",32,33",],.}	{"IL-6 has recently been shown to play a prominent role in the development of pulmonary hypertension .","Overexpression of IL-6 promotes PH in mice , where as IL-6 knockout mice are protected from hypoxia-induced PH [ 29,30 ] ."}	{"Our data suggest that complement activation may play a role in stimulating IL-6 production in pulmonary hypertension since IL-6 expression was increased in hypoxic \\\\ / V T mice but not in C3 — / — mice .","In contrast to IL-6 we found that the ET-1 was increased in response to CH in both WT and C3 ."}	0.786
RELATION_GENEHPOTERM_journal.pone.0042875.pdf_276_276_27_27_34_34	UGT1A9/HP:0002014|Diarrhea	{27}	{34}	{However,",",due,to,the,small,sample,size,and,the,relatively,low,frequency,of,UGT1A9,variants,",",further,studies,are,required,to,conﬁrm,the,association,between,the,UGT1A9,2152,C,>,T,polymorphism,and,diarrhea,.}	{"Thus , the increase in intestinal expression of UGT1A9 , and hence in glucuronidation activity related to the UGTIA9 -2152 C > T polymorphism , may cause a signiﬁcant biostranformation of the carboxylic acid M6 to reactive acyl glucuronide metabolites , which are known to damage enterocytes and cause diarrhea [ 39 ] .","This hypothesis could explain the fact that this polymorphism is associated with severe diarrhea without any impact on sorafenib systemic exposure ."}	{"Hand-foot skin reaction was the most prevalent toxicity in the present study , which is in consistence with the shorter delay of occurrence of this toxicity compared to diarrhea and hypertension .","In the present cohort , the risk for developing grade 22 HFSR in the ﬁrst month of sorafenib therapy was approximately 5-fold greater in females compared to males ( OR 5.26 ) ."}	0.484
RELATION_GENEHPOTERM_journal.pone.0012497.pdf_253_253_11_11_5_6	CDK4/HP:0003003|Colon cancer	{11}	{5,6}	{SRC,CDK4,Phosphorylation,Human,",",colon,cancer,cell,line,SRC,phosphorylates,CDK4,[,40,]}	{"Myc [ 39 ]","Functional Mouse , renal cell line siRNA knockdown of SRC decreased CCNDl expression [ 55 ]"}	{"SRC PCNA Functional Human , ovarian cancer xenograft Administration of a small molecule inhibitor of SRC results in decreased staining for PCNA in mouse carrying the xenograft [ 56 ]","CDK4 CAV2a Functional Mouse , ES cells Expression of CDK4 decreased upon knock — down of Caveo | in — l aThough CAV2 was discovered in the subnetwork , CAV1 and CAV2 are located adjacent to each other on chromosome 7 and express co — | oca | izing proteins that form a stable complex ."}	0.442
RELATION_GENEHPOTERM_SUP_MAP_gb-2011-12-1-r3.pdf_47_47_0_0_10_10	DM2/HP:0002486|Myotonia	{0}	{10}	{DM2,is,characterized,by,heterogeneous,",",multi-systemic,symptoms,",",including,myotonia,[,29,],.}	{"UTR of terminal oligopyrimidine ( TOP ) tract mRNAs in mammals , and modulates translation efficiency [ 27 ] .","ZNF9 attracted great interest when Ranum and colleagues [ 28 ] found that CCTG nucleotide repeat expansions in the first intron of ZNF9 cause myotonic dystrophy type 2 ( DM2 ) ."}	{"The disease is thought to be caused by RNA gain-of-function of the repeats in the spliced-out intron , which accumulate in nuclear foci sequestering members of the muscleblind-like ( MBNL ) family of RBPs that regulate alternative splicing ( reviewed in [ 30-32 ] ) .","The depletion of MBNL1 and other RBPs by these RNA repeats leads to abnormal splicing of several messages important for muscle function , establishing the DM2 phenotype ."}	0.478
RELATION_GENEHPOTERM_journal.ppat.1003884.pdf_84_84_24_24_10_10	37LRP/HP:0001909|Leukemia	{24}	{10}	{However,",",some,cell,lines,like,RBL,(,rat,basophil,leukemia,),or,HeLaS3,(,human,cervix,carcinoma,",",subclone,3,),cells,express,37LRP,but,are,not,intoxicated,by,CNF1,",",suggesting,that,another,structure,on,the,cell,surface,may,be,necessary,for,efficient,binding,and,endocytosis,of,the,toxin,.}	{"\\\\ / V e conﬁrmed a week interaction of CNF1 with 67LR by overlay assays ( not shown ) .","Therefore , we used puriﬁed 67LR from cells , which secrete this receptor into the culture medium [ 15 ] ."}	{"In line with this , it has been shown , using monoclonal antibodies , that besides the N-terminal receptor binding domain , a second part of CNF1 is involved in binding to mammalian cells [ 16 ] .","We screened for cell surface protein receptors CNF1 binds to by incubating HeLa cells with a double-tagged GST-CNF1-GST fusion protein at 4 ° C. As controls we used GST alone or the analogue double-tagged form of the CNF family member CNFY ( GST-CNFY-GST , Tersinia pseudotuberculosis toxin CNFY ) ."}	0.652
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0090162.pdf_108_108_5_5_16_16_UNSUP	ASM/HP:0002099|Asthma	{5}	{16}	{Such,a,slow,decay,in,ASM,mass,has,been,observed,recently,in,an,equine,model,of,asthma,(,see,Discussion,and,[,18,],),.}	{"p/7tp , , ~ 7 & 2 , / > \\\\ .","p ( see S1 .2 in Materials S1 ) ."}	{"Recurrent inflammatory episodes Figure 3 shows examples of the different proliferation scenarios that can be encountered under a series of regular inﬂammatory events distributed over about one year , depending on the inﬂammation magnitude , frequency and resolution rate .",When}	0.524
RELATION_GENEHPOTERM_journal.pone.0018785.pdf_396_396_25_25_36_39	CXCR3/HP:0006510|Chronic obstructive pulmonary disease	{25}	{36,37,38,39}	{Saetta,NI,",","l\\\\/Iariani",NI,",",Panina-Bordignon,P,",",Turato,G,",",Buonsanti,C,",",et,al.,(,2002,),Increased,expression,ofthe,chemokine,receptor,CXCR3,and,its,ligand,CXCL10,in,peripheral,airways,of,smokers,with,chronic,obstructive,pulmonary,disease,.}	{"Am ] Respir Crit Care Med 160 ( 5 Pt 2 ) : S2145 .","4 ."}	{"Am ] Respir Crit Care l \\\\ ’ Ied 15 ; 165 ( l0 ) : 140449 .","5 ."}	0.454
RELATION_GENEHPOTERM_journal.pone.0057610.pdf_250_250_9_9_19_19	PKM2/HP:0009733|Glioma	{9}	{19}	{Similarly,",",Chinnaiyan,et,al,compared,PK,activity,and,PKM2,protein,expression,in,groups,of,grade,3,and,4,glioma,sub-typed,by,expression,proﬁling,into,proneural,or,mesenchymal,sub-groups,[,30,],.}	{gOO2,"comparison of PKM2 expression or PK activity between the tumor groups , and as such could not evaluate how these changes with regard to glioma grade ."}	{"Although the proneural glioma were suggested to have higher levels of PK activity and lower levels of PKM2 protein expression than the mesenchymal tumors , grade 3 and grade 4 tumors were represented in both groups , precluding both comparison to the present data and any conclusions about PKM expression and activity based on tumor grade .","The present studies therefore represent the ﬁrst complete analysis of PKM"}	0.508
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0076993.pdf_946_946_7_7_19_19_UNSUP	SR/HP:0000717|Autism	{7}	{19}	{Gondalia,SV,",",Palombo,EA,",",Knowles,SR,",",Austin,DW,(,2010,),Faecal,microbiota,of,individuals,with,autism,spectrum,disorder,.}	{"doi :10.1016 / S0306-9877 ( 98 ) 90107-4 .","PubMed : 9881820 ."}	{"Eur J Appl Physiol 6 : 24-29 .","Persico AM , Napolioni V ( 2012 ) Urinary p-cresol in autism spectrum disorder ."}	0.214
RELATION_GENEHPOTERM_journal.pone.0085438.pdf_531_531_5_5_17_18	sorcin/HP:0006775|Multiple myeloma	{5}	{17,18}	{Cell,death,upon,decrease,in,sorcin,expression,dovetails,with,the,high,levels,of,sorcin,expression,associated,with,multiple,myeloma,",",lymphoma,",",breast,cancer,and,other,cancers,",",and,with,sorcin,upregulation,in,Multi,Drug,Resistant,(,MDR,),tumor,cells,which,are,resistant,to,apoptosis,onset,.}	{"A possible differential effect on the two different splicing sorcin variant described in literature can not be excluded , since a 18 kDa mitochondrial sorcin form has been demonstrated to interact with Trapl and to protect cells against apoptosis [ 47 ] .","Sorcin plays important roles in Ca2 + - loaded vesicle trafficking and mitosis , regulates calcium homeostasis , regulates PLKl , and can be considered an activator of cytokinesis ."}	{"High levels of sorcin may serve to prevent ER stress , to activate mitosis and cytokinesis processes , and to help development of resistance towards chemotherapeutics in cancer cells [ l8 — 26,47,70,7 l ] .","Thus , this study indicates sorcin as a potential molecular target to sensitize resistant tumor cells ."}	0.524
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_321.pdf_455_455_12_12_7_8_UNSUP	p53/HP:0003003|Colon cancer	{12}	{7,8}	{USP10,expression,in,either,HCT116,or,RKO,colon,cancer,cells,carrying,wild-type,p53,resulted,in,a,dramatic,decrease,in,colony,number,.}	{"Therefore , USP10 suppresses colon cancer cell growth through both S | RT6 and p53 .","We then used in vitro anchorage-independent colony formation assay and analyzed the role of USP10-mediated c-Myc suppression in tumor formation ."}	{"Conversely , knockdown of USP10 expression significantly enhanced the colony formation ( Figures 6C , 6D , S4C , and S4D ) .","However , the suppression of colon cancer colony formation by gain of USP10 function is partially abrogated by either loss of p53 or SlHT6 gene knockdown ( Figures 6C and 6D ) ."}	0.836
RELATION_GENEHPOTERM_journal.pone.0045571.pdf_64_64_17_17_10_12	p53/HP:0002860|Squamous cell carcinoma	{17}	{10,11,12}	{Cell,Lines,and,Cell,Culture,The,human,head,and,neck,squamous,cell,carcinoma,cell,line,FaDu,(,p53,mutant,),",",the,human,ileocecal,adenocarcinoma,cell,line,HCT-8,(,p53,wild,type,),",",the,colon,cancer,cell,line,SW620,(,p53,mutant,),",",the,human,colorectal,carcinoma,cell,line,HCT1,16,(,p53,wild,type,),",",the,human,prostate,cancer,cell,lines,PC-3,(,p53,"null",),and,LNCaP,(,p53,wild,type,),",",the,human,breast,adenocarcinoma,cell,line,MCF7,(,p53,wild,type,),",",the,human,lung,carcinoma,cell,line,A549,(,p53,wild,type,),",",and,human,non-cancerous,cell,lines,HGF,(,human,gingival,ﬁbroblast,",",p53,wild,type,),and,AHDF,(,adult,human,dermal,ﬁbroblast,",",p53,wild,type,),were,from,American}	{"Materials and Methods","Ethics Statement All procedures relevant to the use of animals and animal models of human tumor xenograft in this study were approved by the Institutional Animal Care and Use Committee ( IACUC ) of Roswell Park Cancer Institute , and are consistent with the National Institutes of Health Guide for Care and Use of Laboratory Animals ."}	{"Type Culture Collection ( ATCC , Manassas , VA ) .","The human ovarian cancer cell line 2008 ( p53 mutant , a gift from Dr. Kunle Odunsi , Roswell Park Cancer Institute ) was derived from a patient with ovary cystadenocarcinoma [ 42 ] ."}	0.4
RELATION_GENEHPOTERM_journal.pone.0102275.pdf_469_469_20_20_6_7	GP/HP:0000819|Diabetes mellitus	{20}	{6,7}	{Since,obesity,",",chronic,hypertension,and,diabetes,mellitus,each,are,independent,risk,factors,for,placental,dysfunction,[,7,],and,GP,[,40,],",",it,is,plausible,that,the,risk,of,CP,is,lower,in,some,immigrant,groups,.}	{"This may partly be a function of Canada ’s immigration policy , which mostly admits persons who are skilled and educated .","For example , recent immigrants have lower rates of obesity and chronic hypertension in pregnancy [ 18 ] and in non-pregnant adulthood [ 27 — 39 ] ."}	{"Study implications Does maternal immigrant status or maternal ethnicity predict CP risk ?","Among a cohort of 1588 preterm neonates included in the Beneﬁcial Effects of Antenatal Magnesium Sulfate ( BEAM ) study , the authors evaluated whether use of individualized fetal growth standards , which include maternal ethnicity , better identiﬁes SGA infants at risk of GP or death [ 41 ] ."}	0.488
RELATION_GENEHPOTERM_journal.pone.0005618.pdf_252_252_28_28_16_17	CSA/HP:0000833|Glucose intolerance	{28}	{16,17}	{These,include,:,smaller,size,of,B-cells,",",diminished,insulin,content,in,pancreas,",",hypoinsulinemia,",",glucose,intolerance,[,6,",",l4,],",",as,well,as,smaller,CSA,of,myoﬁbers,and,reduced,content,of,muscle,PCr,[,[,7,",",l0,],and,this,work,],.}	{"Accordingly , the small size phenotype of S6Kl _ / _ myoblasts and rpS6P _ / _ MEFs appears to result primarily from a defect in their growth [ 7 , l4 ] .","Many of the phenotypic manifestations of rpS6 knockin mice are similar to those observed in S6Kl knockout mice ."}	{"It is tempting , therefore , to assume that it is the failure to phosphorylate rpS6 that can account for these symptoms in both genotypes .","However , the small size of S6Kl _ / _ myotubes is apparent , even though their rpS6 is still phosphorylated , most probably by S6K2 [ 7 ] ."}	0.526
RELATION_GENEHPOTERM_journal.pone.0076596.pdf_123_123_2_2_10_11	LEF1/HP:0003003|Colon cancer	{2}	{10,11}	{Obviously,",",LEF1,expression,was,observed,in,the,nuclei,in,colon,cancer,tissues,and,paratumours,normal,colon,tissues,(,Figure,1A,),.}	{"LEF1 expression in human colon cancer tissues and cell lines In this study , we first determined expression of LEF1 protein in human colon cancer tissues and cell lines using immunohistochemistry .","The results showed that 71 of 106 colon tissues and 23 of 106 paratumours normal colon tissues expressed the LEF1 protein , indicating that colon cancer tissues expressed higher levels of LEF1 than those in the paratumours normal colon tissues ( P < 0.05 ; Figure 1A ) ."}	{"Moreover , expression of LEF1 protein was associated with infiltration depth , lymph node and distant metastases , and advanced TNM ( tumor-node-metastasis ) stages of colon cancer ( P < 0.01 ; Table 1 ) .","The survival analysis ( 5-year follow-up of 106 colon cancer patients ) showed that the median survival rate of patients with LEF1 expressed tumor was 48.5 months , which was significantly poorer than those with LEF1-negative tumors ( more than 60 months ) ( P < 0.05 ; Figure 1B ) ."}	0.506
RELATION_GENEHPOTERM_SCPDFS_31761.pdf_763_763_18_18_32_32	RP4/HP:0002090|Pneumonia	{18}	{32}	{Van,Gysegem,",",F.,and,Toussaint,",",A.,:,Chromosome,transfer,and,R,—,prime,formation,by,an,RP4,:,:,mini,Mu,derivative,in,Escherichia,coli,",",Salmonella,typhimurium,",",Klebsiella,pneumoniae,and,Proteus,mirabilis,Plasmid,7,(,1982,),30-44,.}	{"J. Biochem .","164 ( 1987 ) 469-475 ."}	{"Verhoef , C. , Van Koppen , C. , Overduin , P. , Lugtenberg , B. , Korteland , J .","and Tommassen , J ."}	0.468
RELATION_GENEHPOTERM_journal.pone.0086884.pdf_286_286_4_4_16_17	JK/HP:0001409|Portal hypertension	{4}	{16,17}	{Garcia-Tsao,G,",",Lim,JK,(,2009,),1Vlanagement,and,treatment,of,patients,with,cirrhosis,and,portal,hypertension,:,recommendations,from,the,Department,of,Veterans,Affairs,Hepatitis,C,Resource,Center,Program,and,the,National,Hepatitis,C,Program,.}	{"Shock 37 : 242 .","16 ."}	{"AmJ Gastroenterol 104 : 1802 — 1829 .","17 ."}	0.228
RELATION_GENEHPOTERM_journal.pone.0083250.pdf_232_232_4_4_11_11	APRIL/HP:0009733|Glioma	{4}	{11}	{Quantification,of,BAFF,",",APRIL,",",TWEAK,and,their,receptors,in,gliomas,",",stratified,by,grade,.}	{"-- TWEAK Fn14","Figure 4 ."}	{"Data are expressed as mean : SEM and medians of the corresponding H — score of tumors , presented in Table S4 in A and bar graph ( mean : SEM ) in B. doi :10.1371 / journa | .","pone ."}	0.326
RELATION_GENEHPOTERM_SCPDFS_39836.pdf_635_635_16_16_4_5	SPG/HP:0002313|Spastic paraparesis	{16}	{4,5}	{Genetic,studies,in,familial,spastic,paraparesis,:,Heterogeneity,results,and,evidence,for,anticipation,in,chromosome,2,SPG,.}	{"57 : A217 .","Lennon , F. , Gaskell , P. C. , Scott , W. K. , Menold , M. M. , Aylsworth , A. S. , Warner , C. , Farrell , C. D. , Boustany , R.-M. , Boyd , E. , Albright , S. G. , Kingston , H. M. , Cummings , W. J. K. , Vance , J. M. , and Pericak-Vance , M. A. ( 1996 ) ."}	{"Am .","J. Hum ."}	0.482
RELATION_GENEHPOTERM_journal.pone.0059558.pdf_590_590_12_12_5_5	JK/HP:0009733|Glioma	{12}	{5}	{Obtained,permission,for,use,of,glioma,tissue,:,NT,TT,HN,TH,JK,.}	{"W'rote the paper : ANN UlVl NA .","Designed the programming iPEACH used in analysis : SlVl NA ."}	{"Performed mouse xenograft used in experiment : ANN UlVl lV [ inako Nagai TT NA .","Established GIC cell liI1es used in experiment : ANN Ul\\\\/I lV [ inako Nagai NT TH NA ."}	0.48
